sep=;

"storeNumber";"productionArea";"date";"schedule";"itemNumber";"v1_forecast";
"474";"392";"2021-10-18";"11:00AM";"108810689";"25";
"474";"392";"2021-10-18";"11:00AM";"108810742";"3";
"474";"392";"2021-10-18";"11:00AM";"108810785";"5";
"474";"392";"2021-10-18";"11:00AM";"108810857";"2";
"474";"392";"2021-10-18";"11:00AM";"108810929";"35";
"474";"392";"2021-10-18";"11:00AM";"108810953";"3";
"474";"392";"2021-10-18";"11:00AM";"108810970";"4";
"474";"392";"2021-10-18";"11:00AM";"108810996";"12";
"474";"392";"2021-10-18";"11:00AM";"108811024";"0";
"474";"392";"2021-10-18";"11:00AM";"108811041";"3";
"474";"392";"2021-10-18";"11:00AM";"108831640";"10";
"474";"392";"2021-10-18";"11:00AM";"108831674";"2";
"474";"392";"2021-10-18";"11:00AM";"108831691";"4";
"474";"392";"2021-10-18";"11:00AM";"108831762";"10";
"474";"392";"2021-10-18";"11:00AM";"108831797";"2";
"474";"392";"2021-10-18";"11:00AM";"108831834";"4";
"474";"392";"2021-10-18";"11:00AM";"108831893";"2";
"474";"392";"2021-10-18";"11:00AM";"108831914";"14";
"474";"392";"2021-10-18";"11:00AM";"108836491";"2";
"474";"392";"2021-10-18";"11:00AM";"108836512";"4";
"474";"392";"2021-10-18";"11:00AM";"108836539";"2";
"474";"392";"2021-10-18";"11:00AM";"108836571";"2";
"474";"392";"2021-10-18";"11:00AM";"108836601";"4";
"474";"392";"2021-10-18";"11:00AM";"108837179";"2";
"474";"392";"2021-10-18";"11:00AM";"108837208";"2";
"474";"392";"2021-10-18";"11:00AM";"108838649";"7";
"474";"392";"2021-10-18";"11:00AM";"108865719";"10";
"474";"392";"2021-10-18";"11:00AM";"109383447";"14";
"474";"392";"2021-10-18";"11:00AM";"109383471";"2";
"474";"392";"2021-10-18";"11:00AM";"109383498";"3";
"474";"392";"2021-10-18";"11:00AM";"109781373";"0";
"474";"392";"2021-10-18";"11:00AM";"109838069";"0";
"474";"392";"2021-10-18";"11:00AM";"109838211";"2";
"474";"392";"2021-10-18";"11:00AM";"109838245";"3";
"474";"392";"2021-10-18";"11:00AM";"109838368";"0";
"474";"392";"2021-10-18";"11:00AM";"109842447";"0";
"474";"392";"2021-10-18";"11:00AM";"110189465";"8";
"474";"392";"2021-10-18";"11:00AM";"110189490";"0";
"474";"392";"2021-10-18";"11:00AM";"110189529";"0";
"474";"392";"2021-10-18";"11:00AM";"110227206";"2";
"474";"392";"2021-10-18";"11:00AM";"110227257";"2";
"474";"392";"2021-10-18";"11:00AM";"110227311";"3";
"474";"392";"2021-10-18";"11:00AM";"110227441";"4";
"474";"392";"2021-10-18";"11:00AM";"110237666";"8";
"474";"392";"2021-10-18";"11:00AM";"110243388";"12";
"474";"392";"2021-10-18";"11:00AM";"110243425";"5";
"474";"392";"2021-10-18";"11:00AM";"110243530";"10";
"474";"392";"2021-10-18";"11:00AM";"110243581";"2";
"474";"392";"2021-10-18";"11:00AM";"110243628";"6";
"474";"392";"2021-10-18";"11:00AM";"110249042";"2";
"474";"392";"2021-10-18";"11:00AM";"110249131";"14";
"474";"392";"2021-10-18";"11:00AM";"110586663";"14";
"474";"392";"2021-10-18";"11:00AM";"110737994";"2";
"474";"392";"2021-10-18";"11:00AM";"110738022";"2";
"474";"392";"2021-10-18";"11:00AM";"110738090";"0";
"474";"392";"2021-10-18";"11:00AM";"110747754";"6";
"474";"392";"2021-10-18";"11:00AM";"110747789";"2";
"474";"392";"2021-10-18";"11:00AM";"110747800";"2";
"474";"392";"2021-10-18";"11:00AM";"110821504";"0";
"474";"392";"2021-10-18";"11:00AM";"110847886";"0";
"474";"392";"2021-10-18";"11:00AM";"111922235";"0";
"474";"392";"2021-10-18";"11:00AM";"111922278";"0";
"8";"390";"2021-10-18";"12:00PM";"103264421";"2";
"8";"390";"2021-10-18";"12:00PM";"103267824";"2";
"8";"390";"2021-10-18";"12:00PM";"104284116";"25";
"8";"390";"2021-10-18";"12:00PM";"104284132";"5";
"8";"390";"2021-10-18";"12:00PM";"104284271";"4";
"8";"390";"2021-10-18";"12:00PM";"104284280";"4";
"8";"390";"2021-10-18";"12:00PM";"104288230";"2";
"8";"390";"2021-10-18";"12:00PM";"104305589";"30";
"8";"390";"2021-10-18";"12:00PM";"104305600";"5";
"8";"390";"2021-10-18";"12:00PM";"104306047";"5";
"8";"390";"2021-10-18";"12:00PM";"104306063";"5";
"8";"390";"2021-10-18";"12:00PM";"104317301";"4";
"8";"390";"2021-10-18";"12:00PM";"104317379";"4";
"8";"390";"2021-10-18";"12:00PM";"104473179";"4";
"8";"390";"2021-10-18";"12:00PM";"104978599";"24";
"8";"390";"2021-10-18";"12:00PM";"105018426";"3";
"8";"390";"2021-10-18";"12:00PM";"105018451";"2";
"8";"390";"2021-10-18";"12:00PM";"105033651";"4";
"8";"390";"2021-10-18";"12:00PM";"105190120";"5";
"8";"390";"2021-10-18";"12:00PM";"105453541";"2";
"8";"390";"2021-10-18";"12:00PM";"105810149";"30";
"8";"390";"2021-10-18";"12:00PM";"105810261";"30";
"8";"390";"2021-10-18";"12:00PM";"106795201";"6";
"8";"390";"2021-10-18";"12:00PM";"106795825";"2";
"8";"390";"2021-10-18";"12:00PM";"106796035";"2";
"8";"390";"2021-10-18";"12:00PM";"107266431";"5";
"8";"390";"2021-10-18";"12:00PM";"108812617";"6";
"8";"390";"2021-10-18";"12:00PM";"109807369";"4";
"8";"390";"2021-10-18";"12:00PM";"109821259";"4";
"8";"390";"2021-10-18";"12:00PM";"110280816";"7";
"8";"390";"2021-10-18";"12:00PM";"110281069";"6";
"304";"390";"2021-10-18";"12:00PM";"103264421";"4";
"304";"390";"2021-10-18";"12:00PM";"103267824";"2";
"304";"390";"2021-10-18";"12:00PM";"104284116";"45";
"304";"390";"2021-10-18";"12:00PM";"104284132";"9";
"304";"390";"2021-10-18";"12:00PM";"104284271";"5";
"304";"390";"2021-10-18";"12:00PM";"104284280";"5";
"304";"390";"2021-10-18";"12:00PM";"104288230";"11";
"304";"390";"2021-10-18";"12:00PM";"104305589";"30";
"304";"390";"2021-10-18";"12:00PM";"104305600";"5";
"304";"390";"2021-10-18";"12:00PM";"104306047";"5";
"304";"390";"2021-10-18";"12:00PM";"104306063";"8";
"304";"390";"2021-10-18";"12:00PM";"104317301";"4";
"304";"390";"2021-10-18";"12:00PM";"104317379";"3";
"304";"390";"2021-10-18";"12:00PM";"104473179";"4";
"304";"390";"2021-10-18";"12:00PM";"104978599";"28";
"304";"390";"2021-10-18";"12:00PM";"105018426";"2";
"304";"390";"2021-10-18";"12:00PM";"105018451";"2";
"304";"390";"2021-10-18";"12:00PM";"105033651";"4";
"304";"390";"2021-10-18";"12:00PM";"105190120";"7";
"304";"390";"2021-10-18";"12:00PM";"105453541";"11";
"304";"390";"2021-10-18";"12:00PM";"105810149";"39";
"304";"390";"2021-10-18";"12:00PM";"105810261";"45";
"304";"390";"2021-10-18";"12:00PM";"106795201";"10";
"304";"390";"2021-10-18";"12:00PM";"106795825";"4";
"304";"390";"2021-10-18";"12:00PM";"106796035";"2";
"304";"390";"2021-10-18";"12:00PM";"107266431";"5";
"304";"390";"2021-10-18";"12:00PM";"108812617";"6";
"304";"390";"2021-10-18";"12:00PM";"109807369";"8";
"304";"390";"2021-10-18";"12:00PM";"109821259";"8";
"304";"390";"2021-10-18";"12:00PM";"110280816";"6";
"304";"390";"2021-10-18";"12:00PM";"110281069";"5";
"313";"390";"2021-10-18";"12:00PM";"103264421";"1";
"313";"390";"2021-10-18";"12:00PM";"103267824";"0";
"313";"390";"2021-10-18";"12:00PM";"104284116";"240";
"313";"390";"2021-10-18";"12:00PM";"104284132";"48";
"313";"390";"2021-10-18";"12:00PM";"104284271";"4";
"313";"390";"2021-10-18";"12:00PM";"104284280";"4";
"313";"390";"2021-10-18";"12:00PM";"104288230";"7";
"313";"390";"2021-10-18";"12:00PM";"104305589";"30";
"313";"390";"2021-10-18";"12:00PM";"104305600";"5";
"313";"390";"2021-10-18";"12:00PM";"104306047";"5";
"313";"390";"2021-10-18";"12:00PM";"104306063";"5";
"313";"390";"2021-10-18";"12:00PM";"104317301";"2";
"313";"390";"2021-10-18";"12:00PM";"104317379";"8";
"313";"390";"2021-10-18";"12:00PM";"104473179";"6";
"313";"390";"2021-10-18";"12:00PM";"104978599";"31";
"313";"390";"2021-10-18";"12:00PM";"105018426";"6";
"313";"390";"2021-10-18";"12:00PM";"105018451";"6";
"313";"390";"2021-10-18";"12:00PM";"105033651";"5";
"313";"390";"2021-10-18";"12:00PM";"105190120";"4";
"313";"390";"2021-10-18";"12:00PM";"105453541";"7";
"313";"390";"2021-10-18";"12:00PM";"105810149";"28";
"313";"390";"2021-10-18";"12:00PM";"105810261";"30";
"313";"390";"2021-10-18";"12:00PM";"106795201";"14";
"313";"390";"2021-10-18";"12:00PM";"106795825";"5";
"313";"390";"2021-10-18";"12:00PM";"106796035";"4";
"313";"390";"2021-10-18";"12:00PM";"107266431";"5";
"313";"390";"2021-10-18";"12:00PM";"108812617";"0";
"313";"390";"2021-10-18";"12:00PM";"109807369";"4";
"313";"390";"2021-10-18";"12:00PM";"109821259";"4";
"313";"390";"2021-10-18";"12:00PM";"110280816";"8";
"313";"390";"2021-10-18";"12:00PM";"110281069";"14";
"474";"390";"2021-10-18";"12:00PM";"103264421";"1";
"474";"390";"2021-10-18";"12:00PM";"103267824";"2";
"474";"390";"2021-10-18";"12:00PM";"104284116";"25";
"474";"390";"2021-10-18";"12:00PM";"104284132";"5";
"474";"390";"2021-10-18";"12:00PM";"104284271";"4";
"474";"390";"2021-10-18";"12:00PM";"104284280";"4";
"474";"390";"2021-10-18";"12:00PM";"104288230";"5";
"474";"390";"2021-10-18";"12:00PM";"104305589";"55";
"474";"390";"2021-10-18";"12:00PM";"104305600";"5";
"474";"390";"2021-10-18";"12:00PM";"104306047";"15";
"474";"390";"2021-10-18";"12:00PM";"104306063";"5";
"474";"390";"2021-10-18";"12:00PM";"104317301";"2";
"474";"390";"2021-10-18";"12:00PM";"104317379";"2";
"474";"390";"2021-10-18";"12:00PM";"104473179";"4";
"474";"390";"2021-10-18";"12:00PM";"104978599";"22";
"474";"390";"2021-10-18";"12:00PM";"105018426";"5";
"474";"390";"2021-10-18";"12:00PM";"105018451";"3";
"474";"390";"2021-10-18";"12:00PM";"105033651";"4";
"474";"390";"2021-10-18";"12:00PM";"105190120";"4";
"474";"390";"2021-10-18";"12:00PM";"105453541";"5";
"474";"390";"2021-10-18";"12:00PM";"105810149";"28";
"474";"390";"2021-10-18";"12:00PM";"105810261";"40";
"474";"390";"2021-10-18";"12:00PM";"106795201";"6";
"474";"390";"2021-10-18";"12:00PM";"106795825";"2";
"474";"390";"2021-10-18";"12:00PM";"106796035";"2";
"474";"390";"2021-10-18";"12:00PM";"107266431";"10";
"474";"390";"2021-10-18";"12:00PM";"108812617";"6";
"474";"390";"2021-10-18";"12:00PM";"109807369";"4";
"474";"390";"2021-10-18";"12:00PM";"109821259";"4";
"474";"390";"2021-10-18";"12:00PM";"110280816";"7";
"474";"390";"2021-10-18";"12:00PM";"110281069";"5";
"8";"390";"2021-10-18";"2:00PM";"103264421";"1";
"8";"390";"2021-10-18";"2:00PM";"103267824";"2";
"8";"390";"2021-10-18";"2:00PM";"104317301";"2";
"8";"390";"2021-10-18";"2:00PM";"104317379";"4";
"8";"390";"2021-10-18";"2:00PM";"104978599";"2";
"8";"390";"2021-10-18";"2:00PM";"105018426";"6";
"8";"390";"2021-10-18";"2:00PM";"105018451";"2";
"8";"390";"2021-10-18";"2:00PM";"105348927";"30";
"8";"390";"2021-10-18";"2:00PM";"108812617";"6";
"8";"390";"2021-10-18";"2:00PM";"109315591";"2";
"8";"390";"2021-10-18";"2:00PM";"109315612";"2";
"8";"390";"2021-10-18";"2:00PM";"110280816";"8";
"8";"390";"2021-10-18";"2:00PM";"110281069";"6";
"304";"390";"2021-10-18";"2:00PM";"103264421";"2";
"304";"390";"2021-10-18";"2:00PM";"103267824";"2";
"304";"390";"2021-10-18";"2:00PM";"104317301";"2";
"304";"390";"2021-10-18";"2:00PM";"104317379";"5";
"304";"390";"2021-10-18";"2:00PM";"104978599";"4";
"304";"390";"2021-10-18";"2:00PM";"105018426";"2";
"304";"390";"2021-10-18";"2:00PM";"105018451";"2";
"304";"390";"2021-10-18";"2:00PM";"105348927";"50";
"304";"390";"2021-10-18";"2:00PM";"108812617";"6";
"304";"390";"2021-10-18";"2:00PM";"109315591";"2";
"304";"390";"2021-10-18";"2:00PM";"109315612";"4";
"304";"390";"2021-10-18";"2:00PM";"110280816";"4";
"304";"390";"2021-10-18";"2:00PM";"110281069";"7";
"313";"390";"2021-10-18";"2:00PM";"103264421";"3";
"313";"390";"2021-10-18";"2:00PM";"103267824";"0";
"313";"390";"2021-10-18";"2:00PM";"104317301";"2";
"313";"390";"2021-10-18";"2:00PM";"104317379";"9";
"313";"390";"2021-10-18";"2:00PM";"104978599";"6";
"313";"390";"2021-10-18";"2:00PM";"105018426";"2";
"313";"390";"2021-10-18";"2:00PM";"105018451";"11";
"313";"390";"2021-10-18";"2:00PM";"105348927";"50";
"313";"390";"2021-10-18";"2:00PM";"108812617";"0";
"313";"390";"2021-10-18";"2:00PM";"109315591";"2";
"313";"390";"2021-10-18";"2:00PM";"109315612";"4";
"313";"390";"2021-10-18";"2:00PM";"110280816";"4";
"313";"390";"2021-10-18";"2:00PM";"110281069";"20";
"474";"390";"2021-10-18";"2:00PM";"103264421";"1";
"474";"390";"2021-10-18";"2:00PM";"103267824";"2";
"474";"390";"2021-10-18";"2:00PM";"104317301";"2";
"474";"390";"2021-10-18";"2:00PM";"104317379";"2";
"474";"390";"2021-10-18";"2:00PM";"104978599";"2";
"474";"390";"2021-10-18";"2:00PM";"105018426";"5";
"474";"390";"2021-10-18";"2:00PM";"105018451";"8";
"474";"390";"2021-10-18";"2:00PM";"105348927";"30";
"474";"390";"2021-10-18";"2:00PM";"108812617";"6";
"474";"390";"2021-10-18";"2:00PM";"109315591";"2";
"474";"390";"2021-10-18";"2:00PM";"109315612";"2";
"474";"390";"2021-10-18";"2:00PM";"110280816";"7";
"474";"390";"2021-10-18";"2:00PM";"110281069";"10";
"8";"390";"2021-10-18";"4:00PM";"103264421";"2";
"8";"390";"2021-10-18";"4:00PM";"103267824";"2";
"8";"390";"2021-10-18";"4:00PM";"104317301";"3";
"8";"390";"2021-10-18";"4:00PM";"104317379";"3";
"8";"390";"2021-10-18";"4:00PM";"104978599";"4";
"8";"390";"2021-10-18";"4:00PM";"105018426";"4";
"8";"390";"2021-10-18";"4:00PM";"105018451";"4";
"8";"390";"2021-10-18";"4:00PM";"108812617";"6";
"8";"390";"2021-10-18";"4:00PM";"110280816";"7";
"8";"390";"2021-10-18";"4:00PM";"110281069";"7";
"304";"390";"2021-10-18";"4:00PM";"103264421";"2";
"304";"390";"2021-10-18";"4:00PM";"103267824";"2";
"304";"390";"2021-10-18";"4:00PM";"104317301";"2";
"304";"390";"2021-10-18";"4:00PM";"104317379";"3";
"304";"390";"2021-10-18";"4:00PM";"104978599";"4";
"304";"390";"2021-10-18";"4:00PM";"105018426";"2";
"304";"390";"2021-10-18";"4:00PM";"105018451";"3";
"304";"390";"2021-10-18";"4:00PM";"108812617";"6";
"304";"390";"2021-10-18";"4:00PM";"110280816";"4";
"304";"390";"2021-10-18";"4:00PM";"110281069";"6";
"313";"390";"2021-10-18";"4:00PM";"103264421";"1";
"313";"390";"2021-10-18";"4:00PM";"103267824";"0";
"313";"390";"2021-10-18";"4:00PM";"104317301";"4";
"313";"390";"2021-10-18";"4:00PM";"104317379";"7";
"313";"390";"2021-10-18";"4:00PM";"104978599";"2";
"313";"390";"2021-10-18";"4:00PM";"105018426";"2";
"313";"390";"2021-10-18";"4:00PM";"105018451";"12";
"313";"390";"2021-10-18";"4:00PM";"108812617";"0";
"313";"390";"2021-10-18";"4:00PM";"110280816";"6";
"313";"390";"2021-10-18";"4:00PM";"110281069";"19";
"474";"390";"2021-10-18";"4:00PM";"103264421";"2";
"474";"390";"2021-10-18";"4:00PM";"103267824";"2";
"474";"390";"2021-10-18";"4:00PM";"104317301";"2";
"474";"390";"2021-10-18";"4:00PM";"104317379";"2";
"474";"390";"2021-10-18";"4:00PM";"104978599";"4";
"474";"390";"2021-10-18";"4:00PM";"105018426";"5";
"474";"390";"2021-10-18";"4:00PM";"105018451";"8";
"474";"390";"2021-10-18";"4:00PM";"108812617";"6";
"474";"390";"2021-10-18";"4:00PM";"110280816";"7";
"474";"390";"2021-10-18";"4:00PM";"110281069";"10";
"8";"390";"2021-10-18";"6:00PM";"104317301";"3";
"8";"390";"2021-10-18";"6:00PM";"104317379";"3";
"8";"390";"2021-10-18";"6:00PM";"105018426";"2";
"8";"390";"2021-10-18";"6:00PM";"105018451";"2";
"8";"390";"2021-10-18";"6:00PM";"110280816";"5";
"8";"390";"2021-10-18";"6:00PM";"110281069";"5";
"304";"390";"2021-10-18";"6:00PM";"104317301";"10";
"304";"390";"2021-10-18";"6:00PM";"104317379";"5";
"304";"390";"2021-10-18";"6:00PM";"105018426";"8";
"304";"390";"2021-10-18";"6:00PM";"105018451";"5";
"304";"390";"2021-10-18";"6:00PM";"110280816";"18";
"304";"390";"2021-10-18";"6:00PM";"110281069";"10";
"313";"390";"2021-10-18";"6:00PM";"104317301";"2";
"313";"390";"2021-10-18";"6:00PM";"104317379";"8";
"313";"390";"2021-10-18";"6:00PM";"105018426";"3";
"313";"390";"2021-10-18";"6:00PM";"105018451";"13";
"313";"390";"2021-10-18";"6:00PM";"110280816";"5";
"313";"390";"2021-10-18";"6:00PM";"110281069";"21";
"474";"390";"2021-10-18";"6:00PM";"104317301";"3";
"474";"390";"2021-10-18";"6:00PM";"104317379";"2";
"474";"390";"2021-10-18";"6:00PM";"105018426";"6";
"474";"390";"2021-10-18";"6:00PM";"105018451";"6";
"474";"390";"2021-10-18";"6:00PM";"110280816";"9";
"474";"390";"2021-10-18";"6:00PM";"110281069";"8";
