Store,Production Area,Plan ID,Production Date,SKU Number,Description,Forecast Qty,Modified Qty,Modified By,Sales,Throwaways,Production Totals,
8,390,831413,10/12/2021,103264421,MIN: Sausage Sandwich,1,,,,,1,
8,390,831413,10/12/2021,103267824,MIN: Bacon Sandwich,2,,,,,2,
8,390,831413,10/12/2021,104317301,MIN: 'M' Extra Tasty British Chicken,2,,,,,2,
8,390,831413,10/12/2021,104317379,MIN: 'M' Roast British Chicken,2,,,,,2,
8,390,831413,10/12/2021,104978599,JUMBO PORK SAUSAGE,2,,,,,2,
8,390,831413,10/12/2021,105018426,MIN: 'M' Extra Tasty British Chicken VAT FREE,2,,,,,2,
8,390,831413,10/12/2021,105018451,MIN: 'M' Roast British Chicken VAT FREE,3,,,,,3,
8,390,831413,10/12/2021,108812617,M Oven Fresh Bacon,6,,,,,6,
8,390,831413,10/12/2021,110280816,EXTRA TASTY WHOLE CHICKEN,4,,,,,4,
8,390,831413,10/12/2021,110281069,PLAIN WHOLE CHICKEN 1.25-1.4KG,5,,,,,5,
8,390,831906,10/12/2021,104317301,MIN: 'M' Extra Tasty British Chicken,3,,,,,3,
8,390,831906,10/12/2021,104317379,MIN: 'M' Roast British Chicken,3,,,,,3,
8,390,831906,10/12/2021,105018426,MIN: 'M' Extra Tasty British Chicken VAT FREE,4,,,,,4,
